TR	RelativeTime	Datetime	Description
107	214.0000798	23-Jan-2025 12:48:06	SimTR
106	215.9988533	23-Jan-2025 12:48:08	TrueTR
108	216.0004255	23-Jan-2025 12:48:08	SimTR
107	217.9970039	23-Jan-2025 12:48:10	TrueTR
109	218.0002099	23-Jan-2025 12:48:10	SimTR
108	219.9959863	23-Jan-2025 12:48:12	TrueTR
110	220.0004895	23-Jan-2025 12:48:12	SimTR
111	222.0223034	23-Jan-2025 12:48:14	SimTR
109	222.0233115	23-Jan-2025 12:48:14	TrueTR
112	224.0224492	23-Jan-2025 12:48:16	SimTR
110	224.0235266	23-Jan-2025 12:48:16	TrueTR
113	226.0225445	23-Jan-2025 12:48:18	SimTR
111	226.0235264	23-Jan-2025 12:48:18	TrueTR
114	228.024301	23-Jan-2025 12:48:20	SimTR
112	228.0253686	23-Jan-2025 12:48:20	TrueTR
115	230.0225631	23-Jan-2025 12:48:22	SimTR
113	230.0240699	23-Jan-2025 12:48:22	TrueTR
116	232.0226974	23-Jan-2025 12:48:24	SimTR
114	232.0242575	23-Jan-2025 12:48:24	TrueTR
115	233.9904233	23-Jan-2025 12:48:26	TrueTR
117	234.0252129	23-Jan-2025 12:48:26	SimTR
116	235.9898594	23-Jan-2025 12:48:28	TrueTR
118	236.0231887	23-Jan-2025 12:48:28	SimTR
117	237.9899232	23-Jan-2025 12:48:30	TrueTR
119	238.0228923	23-Jan-2025 12:48:30	SimTR
118	239.9909605	23-Jan-2025 12:48:32	TrueTR
120	240.0248129	23-Jan-2025 12:48:32	SimTR
119	241.9919287	23-Jan-2025 12:48:34	TrueTR
121	242.0254457	23-Jan-2025 12:48:34	SimTR
122	244.0000142	23-Jan-2025 12:48:36	SimTR
120	244.002356	23-Jan-2025 12:48:36	TrueTR
123	246.0000252	23-Jan-2025 12:48:38	SimTR
121	246.0016947	23-Jan-2025 12:48:38	TrueTR
124	248.0000248	23-Jan-2025 12:48:40	SimTR
122	248.001585	23-Jan-2025 12:48:40	TrueTR
123	249.9998288	23-Jan-2025 12:48:42	TrueTR
125	250.0015104	23-Jan-2025 12:48:42	SimTR
126	252.0000261	23-Jan-2025 12:48:44	SimTR
124	252.001312	23-Jan-2025 12:48:44	TrueTR
127	254.0068691	23-Jan-2025 12:48:46	SimTR
125	254.0083354	23-Jan-2025 12:48:46	TrueTR
128	256.0069064	23-Jan-2025 12:48:48	SimTR
126	256.0082148	23-Jan-2025 12:48:48	TrueTR
129	258.0067961	23-Jan-2025 12:48:50	SimTR
127	258.008023	23-Jan-2025 12:48:50	TrueTR
130	260.0087924	23-Jan-2025 12:48:52	SimTR
128	260.0098471	23-Jan-2025 12:48:52	TrueTR
131	262.007153	23-Jan-2025 12:48:54	SimTR
129	262.0087033	23-Jan-2025 12:48:54	TrueTR
132	264.0082933	23-Jan-2025 12:48:56	SimTR
130	264.0093547	23-Jan-2025 12:48:56	TrueTR
133	266.0082447	23-Jan-2025 12:48:58	SimTR
131	266.0095757	23-Jan-2025 12:48:58	TrueTR
134	268.008055	23-Jan-2025 12:49:00	SimTR
